Year;LOCATION;VARIABLE;UNIT_MULT;FREQ;OBS_VALUE;TIME_FORMAT;UNIT_MEASURE
2008;Guyana;Maternal mortality ratio (MMR) (lower bound);Units;Annual;129.1;Annual;number of maternal deaths per 100,000 live births
2009;Guyana;Maternal mortality ratio (MMR) (lower bound);Units;Annual;126.5;Annual;number of maternal deaths per 100,000 live births
1991;Mexico;Number of maternal deaths (upper bound);Units;Annual;1839.0;Annual;Number
1992;Mexico;Number of maternal deaths (upper bound);Units;Annual;1799.0;Annual;Number
1996;Mexico;Number of maternal deaths (upper bound);Units;Annual;1687.0;Annual;Number
1990;Saudi Arabia;Number of maternal deaths (upper bound);Units;Annual;168.0;Annual;Number
1994;Bhutan;Maternal mortality ratio (MMR);Units;Annual;385.8;Annual;number of maternal deaths per 100,000 live births
2005;Bhutan;Maternal mortality ratio (MMR);Units;Annual;279.4;Annual;number of maternal deaths per 100,000 live births
1991;Bangladesh;Maternal mortality ratio (MMR) (lower bound);Units;Annual;518.8;Annual;number of maternal deaths per 100,000 live births
1997;Bangladesh;Maternal mortality ratio (MMR) (lower bound);Units;Annual;420.7;Annual;number of maternal deaths per 100,000 live births
2003;Bangladesh;Maternal mortality ratio (MMR) (lower bound);Units;Annual;293.3;Annual;number of maternal deaths per 100,000 live births
1992;Cameroon;Number of maternal deaths (upper bound);Units;Annual;3105.0;Annual;Number
1991;Saudi Arabia;Number of maternal deaths (upper bound);Units;Annual;162.0;Annual;Number
2000;Saudi Arabia;Number of maternal deaths (upper bound);Units;Annual;114.0;Annual;Number
2009;Saudi Arabia;Number of maternal deaths (upper bound);Units;Annual;120.0;Annual;Number
1998;Saint Vincent and the Grenadines;Maternal mortality ratio (MMR) (upper bound);Units;Annual;58.4;Annual;number of maternal deaths per 100,000 live births
2005;Saint Vincent and the Grenadines;Maternal mortality ratio (MMR) (upper bound);Units;Annual;43.3;Annual;number of maternal deaths per 100,000 live births
1999;Mexico;Number of maternal deaths;Units;Annual;1569.0;Annual;Number
2001;Malawi;Number of maternal deaths (lower bound);Units;Annual;6070.0;Annual;Number
2006;Cameroon;Number of maternal deaths (lower bound);Units;Annual;3430.0;Annual;Number
1991;Swaziland;Maternal mortality ratio (MMR) (lower bound);Units;Annual;190.1;Annual;number of maternal deaths per 100,000 live births
2005;Swaziland;Maternal mortality ratio (MMR) (lower bound);Units;Annual;736.8;Annual;number of maternal deaths per 100,000 live births
1996;Gabon;Maternal mortality ratio (MMR) (upper bound);Units;Annual;650.7;Annual;number of maternal deaths per 100,000 live births
2003;Gabon;Maternal mortality ratio (MMR) (upper bound);Units;Annual;715.5;Annual;number of maternal deaths per 100,000 live births
1993;Cameroon;Number of maternal deaths (upper bound);Units;Annual;3416.0;Annual;Number
2003;Cameroon;Number of maternal deaths (upper bound);Units;Annual;4823.0;Annual;Number
2006;Cameroon;Number of maternal deaths (upper bound);Units;Annual;5102.0;Annual;Number
2010;Cameroon;Number of maternal deaths (upper bound);Units;Annual;5075.0;Annual;Number
1995;Malawi;Number of maternal deaths (upper bound);Units;Annual;5935.0;Annual;Number
1996;Malawi;Number of maternal deaths (upper bound);Units;Annual;6752.0;Annual;Number
2003;Malawi;Number of maternal deaths (upper bound);Units;Annual;6896.0;Annual;Number
2009;Malawi;Number of maternal deaths (upper bound);Units;Annual;4809.0;Annual;Number
1999;Latvia;Number of maternal deaths (lower bound);Units;Annual;5.0;Annual;Number
1992;Albania;Maternal mortality ratio (MMR) (upper bound);Units;Annual;28.9;Annual;number of maternal deaths per 100,000 live births
1998;Albania;Maternal mortality ratio (MMR) (upper bound);Units;Annual;15.3;Annual;number of maternal deaths per 100,000 live births
1993;Israel;Number of maternal deaths (lower bound);Units;Annual;10.0;Annual;Number
1998;Israel;Number of maternal deaths (lower bound);Units;Annual;11.0;Annual;Number
2007;Israel;Number of maternal deaths (lower bound);Units;Annual;9.0;Annual;Number
2011;Israel;Number of maternal deaths (lower bound);Units;Annual;8.0;Annual;Number
2000;Serbia;Maternal mortality ratio (MMR) (lower bound);Units;Annual;12.0;Annual;number of maternal deaths per 100,000 live births
2003;Serbia;Maternal mortality ratio (MMR) (lower bound);Units;Annual;10.2;Annual;number of maternal deaths per 100,000 live births
1993;Zimbabwe;Maternal mortality ratio (MMR);Units;Annual;438.4;Annual;number of maternal deaths per 100,000 live births
1993;GLOBAL;Number of maternal deaths (lower bound);Units;Annual;381875.0;Annual;Number
2000;GLOBAL;Number of maternal deaths (lower bound);Units;Annual;377209.0;Annual;Number
2001;GLOBAL;Number of maternal deaths (lower bound);Units;Annual;371715.0;Annual;Number
2006;GLOBAL;Number of maternal deaths (lower bound);Units;Annual;322216.0;Annual;Number
2008;GLOBAL;Number of maternal deaths (lower bound);Units;Annual;296993.0;Annual;Number
2011;GLOBAL;Number of maternal deaths (lower bound);Units;Annual;256332.0;Annual;Number
1995;Italy;Maternal mortality ratio (MMR);Units;Annual;7.9;Annual;number of maternal deaths per 100,000 live births
1996;Italy;Maternal mortality ratio (MMR);Units;Annual;7.6;Annual;number of maternal deaths per 100,000 live births
2004;Mauritius;Maternal mortality ratio (MMR) (upper bound);Units;Annual;51.1;Annual;number of maternal deaths per 100,000 live births
2002;Botswana;Maternal mortality ratio (MMR);Units;Annual;2360.3;Annual;number of maternal deaths per 100,000 live births
1994;Denmark;Number of maternal deaths (lower bound);Units;Annual;5.0;Annual;Number
2001;Denmark;Number of maternal deaths (lower bound);Units;Annual;3.0;Annual;Number
1995;New Zealand;Number of maternal deaths (upper bound);Units;Annual;6.0;Annual;Number
1990;Croatia;Maternal mortality ratio (MMR) (lower bound);Units;Annual;13.0;Annual;number of maternal deaths per 100,000 live births
1995;Croatia;Maternal mortality ratio (MMR) (lower bound);Units;Annual;15.6;Annual;number of maternal deaths per 100,000 live births
1998;Croatia;Maternal mortality ratio (MMR) (lower bound);Units;Annual;15.5;Annual;number of maternal deaths per 100,000 live births
1991;Portugal;Maternal mortality ratio (MMR);Units;Annual;20.7;Annual;number of maternal deaths per 100,000 live births
1992;Portugal;Maternal mortality ratio (MMR);Units;Annual;19.3;Annual;number of maternal deaths per 100,000 live births
1994;Portugal;Maternal mortality ratio (MMR);Units;Annual;18.0;Annual;number of maternal deaths per 100,000 live births
1996;Portugal;Maternal mortality ratio (MMR);Units;Annual;17.4;Annual;number of maternal deaths per 100,000 live births
2001;Portugal;Maternal mortality ratio (MMR);Units;Annual;16.3;Annual;number of maternal deaths per 100,000 live births
2008;Portugal;Maternal mortality ratio (MMR);Units;Annual;14.3;Annual;number of maternal deaths per 100,000 live births
1990;Azerbaijan;Maternal mortality ratio (MMR) (upper bound);Units;Annual;36.5;Annual;number of maternal deaths per 100,000 live births
2001;Azerbaijan;Maternal mortality ratio (MMR) (upper bound);Units;Annual;53.2;Annual;number of maternal deaths per 100,000 live births
2004;Azerbaijan;Maternal mortality ratio (MMR) (upper bound);Units;Annual;49.8;Annual;number of maternal deaths per 100,000 live births
2008;Azerbaijan;Maternal mortality ratio (MMR) (upper bound);Units;Annual;42.4;Annual;number of maternal deaths per 100,000 live births
2009;Azerbaijan;Maternal mortality ratio (MMR) (upper bound);Units;Annual;39.1;Annual;number of maternal deaths per 100,000 live births
1993;Burundi;Maternal mortality ratio (MMR);Units;Annual;965.8;Annual;number of maternal deaths per 100,000 live births
1994;Burundi;Maternal mortality ratio (MMR);Units;Annual;1019.0;Annual;number of maternal deaths per 100,000 live births
1999;Burundi;Maternal mortality ratio (MMR);Units;Annual;1332.8;Annual;number of maternal deaths per 100,000 live births
2006;Burundi;Maternal mortality ratio (MMR);Units;Annual;1218.2;Annual;number of maternal deaths per 100,000 live births
2007;Burundi;Maternal mortality ratio (MMR);Units;Annual;1163.4;Annual;number of maternal deaths per 100,000 live births
2010;Burundi;Maternal mortality ratio (MMR);Units;Annual;967.6;Annual;number of maternal deaths per 100,000 live births
1991;Italy;Maternal mortality ratio (MMR) (upper bound);Units;Annual;10.3;Annual;number of maternal deaths per 100,000 live births
1994;Italy;Maternal mortality ratio (MMR) (upper bound);Units;Annual;9.1;Annual;number of maternal deaths per 100,000 live births
1995;Italy;Maternal mortality ratio (MMR) (upper bound);Units;Annual;9.0;Annual;number of maternal deaths per 100,000 live births
2002;Italy;Maternal mortality ratio (MMR) (upper bound);Units;Annual;8.0;Annual;number of maternal deaths per 100,000 live births
2005;Italy;Maternal mortality ratio (MMR) (upper bound);Units;Annual;7.0;Annual;number of maternal deaths per 100,000 live births
2009;Italy;Maternal mortality ratio (MMR) (upper bound);Units;Annual;7.0;Annual;number of maternal deaths per 100,000 live births
2010;Italy;Maternal mortality ratio (MMR) (upper bound);Units;Annual;6.9;Annual;number of maternal deaths per 100,000 live births
2011;Italy;Maternal mortality ratio (MMR) (upper bound);Units;Annual;6.7;Annual;number of maternal deaths per 100,000 live births
1991;Saint Lucia;Maternal mortality ratio (MMR) (lower bound);Units;Annual;43.2;Annual;number of maternal deaths per 100,000 live births
1992;Saint Lucia;Maternal mortality ratio (MMR) (lower bound);Units;Annual;43.7;Annual;number of maternal deaths per 100,000 live births
1994;Saint Lucia;Maternal mortality ratio (MMR) (lower bound);Units;Annual;47.7;Annual;number of maternal deaths per 100,000 live births
2000;Saint Lucia;Maternal mortality ratio (MMR) (lower bound);Units;Annual;45.5;Annual;number of maternal deaths per 100,000 live births
2002;Saint Lucia;Maternal mortality ratio (MMR) (lower bound);Units;Annual;42.4;Annual;number of maternal deaths per 100,000 live births
2008;Saint Lucia;Maternal mortality ratio (MMR) (lower bound);Units;Annual;35.2;Annual;number of maternal deaths per 100,000 live births
2010;Saint Lucia;Maternal mortality ratio (MMR) (lower bound);Units;Annual;32.0;Annual;number of maternal deaths per 100,000 live births
2000;Libyan Arab Jamahiriya;Number of maternal deaths;Units;Annual;52.0;Annual;Number
2002;Libyan Arab Jamahiriya;Number of maternal deaths;Units;Annual;50.0;Annual;Number
2004;Libyan Arab Jamahiriya;Number of maternal deaths;Units;Annual;48.0;Annual;Number
1991;Papua New Guinea;Maternal mortality ratio (MMR) (lower bound);Units;Annual;287.8;Annual;number of maternal deaths per 100,000 live births
1992;Papua New Guinea;Maternal mortality ratio (MMR) (lower bound);Units;Annual;286.1;Annual;number of maternal deaths per 100,000 live births
2009;Papua New Guinea;Maternal mortality ratio (MMR) (lower bound);Units;Annual;202.3;Annual;number of maternal deaths per 100,000 live births
2011;Papua New Guinea;Maternal mortality ratio (MMR) (lower bound);Units;Annual;196.8;Annual;number of maternal deaths per 100,000 live births
1992;Occupied Palestinian Territory;Maternal mortality ratio (MMR) (lower bound);Units;Annual;46.8;Annual;number of maternal deaths per 100,000 live births
1994;Occupied Palestinian Territory;Maternal mortality ratio (MMR) (lower bound);Units;Annual;44.6;Annual;number of maternal deaths per 100,000 live births
2000;Occupied Palestinian Territory;Maternal mortality ratio (MMR) (lower bound);Units;Annual;40.4;Annual;number of maternal deaths per 100,000 live births
2002;Occupied Palestinian Territory;Maternal mortality ratio (MMR) (lower bound);Units;Annual;38.6;Annual;number of maternal deaths per 100,000 live births
1997;Marshall Islands;Maternal mortality ratio (MMR) (lower bound);Units;Annual;60.2;Annual;number of maternal deaths per 100,000 live births
2000;Marshall Islands;Maternal mortality ratio (MMR) (lower bound);Units;Annual;66.5;Annual;number of maternal deaths per 100,000 live births
2000;Guatemala;Maternal mortality ratio (MMR) (upper bound);Units;Annual;115.5;Annual;number of maternal deaths per 100,000 live births
1990;Haiti;Number of maternal deaths (upper bound);Units;Annual;1389.0;Annual;Number
2003;Haiti;Number of maternal deaths (upper bound);Units;Annual;1786.0;Annual;Number
2008;Haiti;Number of maternal deaths (upper bound);Units;Annual;1663.0;Annual;Number
2011;Haiti;Number of maternal deaths (upper bound);Units;Annual;1570.0;Annual;Number
1992;Madagascar;Number of maternal deaths (lower bound);Units;Annual;2226.0;Annual;Number
1994;Madagascar;Number of maternal deaths (lower bound);Units;Annual;2342.0;Annual;Number
1995;Madagascar;Number of maternal deaths (lower bound);Units;Annual;2380.0;Annual;Number
1999;Nepal;Number of maternal deaths (upper bound);Units;Annual;3769.0;Annual;Number
2004;Nepal;Number of maternal deaths (upper bound);Units;Annual;3321.0;Annual;Number
2011;Nepal;Number of maternal deaths (upper bound);Units;Annual;2912.0;Annual;Number
2001;Iceland;Number of maternal deaths;Units;Annual;0.0;Annual;Number
2011;Iceland;Number of maternal deaths;Units;Annual;0.0;Annual;Number
1992;Israel;Number of maternal deaths (lower bound);Units;Annual;10.0;Annual;Number
1999;Israel;Number of maternal deaths (lower bound);Units;Annual;11.0;Annual;Number
1999;Zimbabwe;Maternal mortality ratio (MMR);Units;Annual;1256.0;Annual;number of maternal deaths per 100,000 live births
1995;GLOBAL;Number of maternal deaths (lower bound);Units;Annual;385281.0;Annual;Number
2000;Armenia;Maternal mortality ratio (MMR) (lower bound);Units;Annual;36.8;Annual;number of maternal deaths per 100,000 live births
1990;Seychelles;Maternal mortality ratio (MMR) (lower bound);Units;Annual;39.5;Annual;number of maternal deaths per 100,000 live births
1993;Seychelles;Maternal mortality ratio (MMR) (lower bound);Units;Annual;48.6;Annual;number of maternal deaths per 100,000 live births
2005;Seychelles;Maternal mortality ratio (MMR) (lower bound);Units;Annual;107.8;Annual;number of maternal deaths per 100,000 live births
1990;Senegal;Number of maternal deaths (upper bound);Units;Annual;1744.0;Annual;Number
1994;Senegal;Number of maternal deaths (upper bound);Units;Annual;2077.0;Annual;Number
2011;Suriname;Number of maternal deaths;Units;Annual;6.0;Annual;Number
2000;Libyan Arab Jamahiriya;Number of maternal deaths (upper bound);Units;Annual;72.0;Annual;Number
2002;Libyan Arab Jamahiriya;Number of maternal deaths (upper bound);Units;Annual;70.0;Annual;Number
2005;Libyan Arab Jamahiriya;Number of maternal deaths (upper bound);Units;Annual;68.0;Annual;Number
1993;Sri Lanka;Number of maternal deaths;Units;Annual;203.0;Annual;Number
1998;Sri Lanka;Number of maternal deaths;Units;Annual;175.0;Annual;Number
2011;Sri Lanka;Number of maternal deaths;Units;Annual;123.0;Annual;Number
1995;Ukraine;Number of maternal deaths (upper bound);Units;Annual;230.0;Annual;Number
2000;Ukraine;Number of maternal deaths (upper bound);Units;Annual;169.0;Annual;Number
2007;Papua New Guinea;Number of maternal deaths (lower bound);Units;Annual;423.0;Annual;Number
1991;Slovakia;Maternal mortality ratio (MMR);Units;Annual;15.2;Annual;number of maternal deaths per 100,000 live births
